from	to	value
Drive My Car	I'm Looking Through You	love
Drive My Car	If I Needed Someone	love
Drive My Car	In My Life	love
Drive My Car	Julia	love
Drive My Car	Long, Long, Long	love
Drive My Car	Love You To	love
Drive My Car	Martha My Dear	love
Drive My Car	Michelle	love
Drive My Car	Revolution 1	love
Drive My Car	Sgt. Pepper's Lonely Hearts Club Band	love
Drive My Car	Something	love
Drive My Car	The End	love
Drive My Car	The Word	love
Drive My Car	Tomorrow Never Knows	love
Drive My Car	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Drive My Car	Wild Honey Pie	love
Drive My Car	With a Little Help from My Friends	love
Drive My Car	Within You Without You	love
For No One	Good Day Sunshine	love
For No One	Helter Skelter	love
For No One	Her Majesty	love
For No One	Here, There and Everywhere	love
For No One	Honey Pie	love
For No One	I Will	love
For No One	I'm Looking Through You	love
For No One	If I Needed Someone	love
For No One	In My Life	love
For No One	Julia	love
For No One	Long, Long, Long	love
For No One	Love You To	love
For No One	Martha My Dear	love
For No One	Michelle	love
For No One	Revolution 1	love
For No One	Sgt. Pepper's Lonely Hearts Club Band	love
For No One	Something	love
For No One	The End	love
For No One	The Word	love
For No One	Tomorrow Never Knows	love
For No One	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
For No One	Wild Honey Pie	love
For No One	With a Little Help from My Friends	love
For No One	Within You Without You	love
Good Day Sunshine	Helter Skelter	love
Good Day Sunshine	Her Majesty	love
Good Day Sunshine	Here, There and Everywhere	love
Good Day Sunshine	Honey Pie	love
Good Day Sunshine	I Will	love
Good Day Sunshine	I'm Looking Through You	love
Good Day Sunshine	If I Needed Someone	love
Good Day Sunshine	In My Life	love
Good Day Sunshine	Julia	love
Good Day Sunshine	Long, Long, Long	love
Good Day Sunshine	Love You To	love
Good Day Sunshine	Martha My Dear	love
Good Day Sunshine	Michelle	love
Good Day Sunshine	Revolution 1	love
Good Day Sunshine	Sgt. Pepper's Lonely Hearts Club Band	love
Good Day Sunshine	Something	love
Good Day Sunshine	The End	love
Good Day Sunshine	The Word	love
Good Day Sunshine	Tomorrow Never Knows	love
Good Day Sunshine	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Good Day Sunshine	Wild Honey Pie	love
Good Day Sunshine	With a Little Help from My Friends	love
Good Day Sunshine	Within You Without You	love
Helter Skelter	Her Majesty	love
Helter Skelter	Here, There and Everywhere	love
Helter Skelter	Honey Pie	love
Helter Skelter	I Will	love
Helter Skelter	I'm Looking Through You	love
Helter Skelter	If I Needed Someone	love
Helter Skelter	In My Life	love
Helter Skelter	Julia	love
Helter Skelter	Long, Long, Long	love
Helter Skelter	Love You To	love
Helter Skelter	Martha My Dear	love
Helter Skelter	Michelle	love
Helter Skelter	Revolution 1	love
Helter Skelter	Sgt. Pepper's Lonely Hearts Club Band	love
Helter Skelter	Something	love
Helter Skelter	The End	love
Helter Skelter	The Word	love
Helter Skelter	Tomorrow Never Knows	love
Helter Skelter	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Helter Skelter	Wild Honey Pie	love
Helter Skelter	With a Little Help from My Friends	love
Helter Skelter	Within You Without You	love
Her Majesty	Here, There and Everywhere	love
Her Majesty	Honey Pie	love
Her Majesty	I Will	love
Her Majesty	I'm Looking Through You	love
Her Majesty	If I Needed Someone	love
Her Majesty	In My Life	love
Her Majesty	Julia	love
Her Majesty	Long, Long, Long	love
Her Majesty	Love You To	love
Her Majesty	Martha My Dear	love
Her Majesty	Michelle	love
Her Majesty	Revolution 1	love
Her Majesty	Sgt. Pepper's Lonely Hearts Club Band	love
Her Majesty	Something	love
Her Majesty	The End	love
Her Majesty	The Word	love
Her Majesty	Tomorrow Never Knows	love
Her Majesty	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Her Majesty	Wild Honey Pie	love
Her Majesty	With a Little Help from My Friends	love
Her Majesty	Within You Without You	love
Here, There and Everywhere	Honey Pie	love
Here, There and Everywhere	I Will	love
Here, There and Everywhere	I'm Looking Through You	love
Here, There and Everywhere	If I Needed Someone	love
Here, There and Everywhere	In My Life	love
Here, There and Everywhere	Julia	love
Here, There and Everywhere	Long, Long, Long	love
Here, There and Everywhere	Love You To	love
Here, There and Everywhere	Martha My Dear	love
Here, There and Everywhere	Michelle	love
Here, There and Everywhere	Revolution 1	love
Here, There and Everywhere	Sgt. Pepper's Lonely Hearts Club Band	love
Here, There and Everywhere	Something	love
Here, There and Everywhere	The End	love
Here, There and Everywhere	The Word	love
Here, There and Everywhere	Tomorrow Never Knows	love
Here, There and Everywhere	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Here, There and Everywhere	Wild Honey Pie	love
Here, There and Everywhere	With a Little Help from My Friends	love
Here, There and Everywhere	Within You Without You	love
Honey Pie	I Will	love
Honey Pie	I'm Looking Through You	love
Honey Pie	If I Needed Someone	love
Honey Pie	In My Life	love
Honey Pie	Julia	love
Honey Pie	Long, Long, Long	love
Honey Pie	Love You To	love
Honey Pie	Martha My Dear	love
Honey Pie	Michelle	love
Honey Pie	Revolution 1	love
Honey Pie	Sgt. Pepper's Lonely Hearts Club Band	love
Honey Pie	Something	love
Honey Pie	The End	love
Honey Pie	The Word	love
Honey Pie	Tomorrow Never Knows	love
Honey Pie	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Honey Pie	Wild Honey Pie	love
Honey Pie	With a Little Help from My Friends	love
Honey Pie	Within You Without You	love
I Will	I'm Looking Through You	love
I Will	If I Needed Someone	love
I Will	In My Life	love
I Will	Julia	love
I Will	Long, Long, Long	love
I Will	Love You To	love
I Will	Martha My Dear	love
I Will	Michelle	love
I Will	Revolution 1	love
I Will	Sgt. Pepper's Lonely Hearts Club Band	love
I Will	Something	love
I Will	The End	love
I Will	The Word	love
I Will	Tomorrow Never Knows	love
I Will	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
I Will	Wild Honey Pie	love
I Will	With a Little Help from My Friends	love
I Will	Within You Without You	love
I'm Looking Through You	If I Needed Someone	love
I'm Looking Through You	In My Life	love
I'm Looking Through You	Julia	love
I'm Looking Through You	Long, Long, Long	love
I'm Looking Through You	Love You To	love
I'm Looking Through You	Martha My Dear	love
I'm Looking Through You	Michelle	love
I'm Looking Through You	Revolution 1	love
I'm Looking Through You	Sgt. Pepper's Lonely Hearts Club Band	love
I'm Looking Through You	Something	love
I'm Looking Through You	The End	love
I'm Looking Through You	The Word	love
I'm Looking Through You	Tomorrow Never Knows	love
I'm Looking Through You	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
I'm Looking Through You	Wild Honey Pie	love
I'm Looking Through You	With a Little Help from My Friends	love
I'm Looking Through You	Within You Without You	love
If I Needed Someone	In My Life	love
If I Needed Someone	Julia	love
If I Needed Someone	Long, Long, Long	love
If I Needed Someone	Love You To	love
If I Needed Someone	Martha My Dear	love
If I Needed Someone	Michelle	love
If I Needed Someone	Revolution 1	love
If I Needed Someone	Sgt. Pepper's Lonely Hearts Club Band	love
If I Needed Someone	Something	love
If I Needed Someone	The End	love
If I Needed Someone	The Word	love
If I Needed Someone	Tomorrow Never Knows	love
If I Needed Someone	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
If I Needed Someone	Wild Honey Pie	love
If I Needed Someone	With a Little Help from My Friends	love
If I Needed Someone	Within You Without You	love
In My Life	Julia	love
In My Life	Long, Long, Long	love
In My Life	Love You To	love
In My Life	Martha My Dear	love
In My Life	Michelle	love
In My Life	Revolution 1	love
In My Life	Sgt. Pepper's Lonely Hearts Club Band	love
In My Life	Something	love
In My Life	The End	love
In My Life	The Word	love
In My Life	Tomorrow Never Knows	love
In My Life	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
In My Life	Wild Honey Pie	love
In My Life	With a Little Help from My Friends	love
In My Life	Within You Without You	love
Julia	Long, Long, Long	love
Julia	Love You To	love
Julia	Martha My Dear	love
Julia	Michelle	love
Julia	Revolution 1	love
Julia	Sgt. Pepper's Lonely Hearts Club Band	love
Julia	Something	love
Julia	The End	love
Julia	The Word	love
Julia	Tomorrow Never Knows	love
Julia	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Julia	Wild Honey Pie	love
Julia	With a Little Help from My Friends	love
Julia	Within You Without You	love
Long, Long, Long	Love You To	love
Long, Long, Long	Martha My Dear	love
Long, Long, Long	Michelle	love
Long, Long, Long	Revolution 1	love
Long, Long, Long	Sgt. Pepper's Lonely Hearts Club Band	love
Long, Long, Long	Something	love
Long, Long, Long	The End	love
Long, Long, Long	The Word	love
Long, Long, Long	Tomorrow Never Knows	love
Long, Long, Long	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Long, Long, Long	Wild Honey Pie	love
Long, Long, Long	With a Little Help from My Friends	love
Long, Long, Long	Within You Without You	love
Love You To	Martha My Dear	love
Love You To	Michelle	love
Love You To	Revolution 1	love
Love You To	Sgt. Pepper's Lonely Hearts Club Band	love
Love You To	Something	love
Love You To	The End	love
Love You To	The Word	love
Love You To	Tomorrow Never Knows	love
Love You To	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Love You To	Wild Honey Pie	love
Love You To	With a Little Help from My Friends	love
Love You To	Within You Without You	love
Martha My Dear	Michelle	love
Martha My Dear	Revolution 1	love
Martha My Dear	Sgt. Pepper's Lonely Hearts Club Band	love
Martha My Dear	Something	love
Martha My Dear	The End	love
Martha My Dear	The Word	love
Martha My Dear	Tomorrow Never Knows	love
Martha My Dear	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Martha My Dear	Wild Honey Pie	love
Martha My Dear	With a Little Help from My Friends	love
Martha My Dear	Within You Without You	love
Michelle	Revolution 1	love
Michelle	Sgt. Pepper's Lonely Hearts Club Band	love
Michelle	Something	love
Michelle	The End	love
Michelle	The Word	love
Michelle	Tomorrow Never Knows	love
Michelle	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Michelle	Wild Honey Pie	love
Michelle	With a Little Help from My Friends	love
Michelle	Within You Without You	love
Revolution 1	Sgt. Pepper's Lonely Hearts Club Band	love
Revolution 1	Something	love
Revolution 1	The End	love
Revolution 1	The Word	love
Revolution 1	Tomorrow Never Knows	love
Revolution 1	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Revolution 1	Wild Honey Pie	love
Revolution 1	With a Little Help from My Friends	love
Revolution 1	Within You Without You	love
Sgt. Pepper's Lonely Hearts Club Band	Something	love
Sgt. Pepper's Lonely Hearts Club Band	The End	love
Sgt. Pepper's Lonely Hearts Club Band	The Word	love
Sgt. Pepper's Lonely Hearts Club Band	Tomorrow Never Knows	love
Sgt. Pepper's Lonely Hearts Club Band	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Sgt. Pepper's Lonely Hearts Club Band	Wild Honey Pie	love
Sgt. Pepper's Lonely Hearts Club Band	With a Little Help from My Friends	love
Sgt. Pepper's Lonely Hearts Club Band	Within You Without You	love
Something	The End	love
Something	The Word	love
Something	Tomorrow Never Knows	love
Something	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Something	Wild Honey Pie	love
Something	With a Little Help from My Friends	love
Something	Within You Without You	love
The End	The Word	love
The End	Tomorrow Never Knows	love
The End	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
The End	Wild Honey Pie	love
The End	With a Little Help from My Friends	love
The End	Within You Without You	love
The Word	Tomorrow Never Knows	love
The Word	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
The Word	Wild Honey Pie	love
The Word	With a Little Help from My Friends	love
The Word	Within You Without You	love
Tomorrow Never Knows	While My Guitar Gently Weeps (Ft. Eric Clapton)	love
Tomorrow Never Knows	Wild Honey Pie	love
Tomorrow Never Knows	With a Little Help from My Friends	love
Tomorrow Never Knows	Within You Without You	love
While My Guitar Gently Weeps (Ft. Eric Clapton)	Wild Honey Pie	love
While My Guitar Gently Weeps (Ft. Eric Clapton)	With a Little Help from My Friends	love
While My Guitar Gently Weeps (Ft. Eric Clapton)	Within You Without You	love
Wild Honey Pie	With a Little Help from My Friends	love
Wild Honey Pie	Within You Without You	love
With a Little Help from My Friends	Within You Without You	love
Getting Better	I Will	loved
Getting Better	In My Life	loved
Getting Better	Long, Long, Long	loved
I Will	In My Life	loved
I Will	Long, Long, Long	loved
In My Life	Long, Long, Long	loved
Lovely Rita	Sgt. Pepper's Lonely Hearts Club Band	lovely
Helter Skelter	Sexy Sadie	lover
Helter Skelter	Something	lover
Sexy Sadie	Something	lover
Dear Prudence	Good Morning Good Morning	low
Dear Prudence	Revolution 9 (Ft. Yoko Ono)	low
Good Morning Good Morning	Revolution 9 (Ft. Yoko Ono)	low
A Day in the Life	Back in the U.S.S.R.	lucky
Happiness is a Warm Gun	I'm Only Sleeping	lying
Happiness is a Warm Gun	She's Leaving Home	lying
I'm Only Sleeping	She's Leaving Home	lying
Getting Better	I Want You (She's So Heavy)	mad
Getting Better	She Said She Said	mad
I Want You (She's So Heavy)	She Said She Said	mad
Honey Pie	You Never Give Me Your Money	magic
Because	For No One	makes
Because	Girl	makes
Because	Honey Pie	makes
Because	Polythene Pam	makes
Because	Revolution 9 (Ft. Yoko Ono)	makes
For No One	Girl	makes
For No One	Honey Pie	makes
For No One	Polythene Pam	makes
For No One	Revolution 9 (Ft. Yoko Ono)	makes
Girl	Honey Pie	makes
Girl	Polythene Pam	makes
Girl	Revolution 9 (Ft. Yoko Ono)	makes
Honey Pie	Polythene Pam	makes
Honey Pie	Revolution 9 (Ft. Yoko Ono)	makes
Polythene Pam	Revolution 9 (Ft. Yoko Ono)	makes
In My Life	Tomorrow Never Knows	meaning
Got to Get You into My Life	Martha My Dear	meant
Glass Onion	Good Morning Good Morning	meet
Glass Onion	Got to Get You into My Life	meet
Good Morning Good Morning	Got to Get You into My Life	meet
Cry Baby Cry	Honey Pie	meeting
Cry Baby Cry	She's Leaving Home	meeting
Honey Pie	She's Leaving Home	meeting
Rocky Raccoon	What Goes On	met
Back in the U.S.S.R.	Sun King	mi
Carry That Weight	I'm Only Sleeping	middle
Carry That Weight	You Never Give Me Your Money	middle
I'm Only Sleeping	You Never Give Me Your Money	middle
Helter Skelter	I'm Only Sleeping	miles
A Day in the Life	Back in the U.S.S.R.	mind
A Day in the Life	Because	mind
A Day in the Life	Fixing a Hole	mind
A Day in the Life	For No One	mind
A Day in the Life	Got to Get You into My Life	mind
A Day in the Life	I Want to Tell You	mind
A Day in the Life	I'm Only Sleeping	mind
A Day in the Life	I'm So Tired	mind
A Day in the Life	Julia	mind
A Day in the Life	Revolution 1	mind
A Day in the Life	Run for Your Life	mind
A Day in the Life	Think for Yourself	mind
A Day in the Life	Tomorrow Never Knows	mind
A Day in the Life	What Goes On	mind
A Day in the Life	Within You Without You	mind
A Day in the Life	Yer Blues	mind
A Day in the Life	You Won't See Me	mind
Back in the U.S.S.R.	Because	mind
Back in the U.S.S.R.	Fixing a Hole	mind
Back in the U.S.S.R.	For No One	mind
Back in the U.S.S.R.	Got to Get You into My Life	mind
Back in the U.S.S.R.	I Want to Tell You	mind
Back in the U.S.S.R.	I'm Only Sleeping	mind
Back in the U.S.S.R.	I'm So Tired	mind
Back in the U.S.S.R.	Julia	mind
Back in the U.S.S.R.	Revolution 1	mind
Back in the U.S.S.R.	Run for Your Life	mind
Back in the U.S.S.R.	Think for Yourself	mind
Back in the U.S.S.R.	Tomorrow Never Knows	mind
Back in the U.S.S.R.	What Goes On	mind
Back in the U.S.S.R.	Within You Without You	mind
Back in the U.S.S.R.	Yer Blues	mind
Back in the U.S.S.R.	You Won't See Me	mind
Because	Fixing a Hole	mind
Because	For No One	mind
Because	Got to Get You into My Life	mind
Because	I Want to Tell You	mind
Because	I'm Only Sleeping	mind
Because	I'm So Tired	mind
Because	Julia	mind
Because	Revolution 1	mind
Because	Run for Your Life	mind
Because	Think for Yourself	mind
Because	Tomorrow Never Knows	mind
Because	What Goes On	mind
Because	Within You Without You	mind
Because	Yer Blues	mind
Because	You Won't See Me	mind
Fixing a Hole	For No One	mind
Fixing a Hole	Got to Get You into My Life	mind
Fixing a Hole	I Want to Tell You	mind
Fixing a Hole	I'm Only Sleeping	mind
Fixing a Hole	I'm So Tired	mind
Fixing a Hole	Julia	mind
Fixing a Hole	Revolution 1	mind
Fixing a Hole	Run for Your Life	mind
Fixing a Hole	Think for Yourself	mind
Fixing a Hole	Tomorrow Never Knows	mind
Fixing a Hole	What Goes On	mind
Fixing a Hole	Within You Without You	mind
Fixing a Hole	Yer Blues	mind
Fixing a Hole	You Won't See Me	mind
For No One	Got to Get You into My Life	mind
For No One	I Want to Tell You	mind
For No One	I'm Only Sleeping	mind
For No One	I'm So Tired	mind
For No One	Julia	mind
For No One	Revolution 1	mind
For No One	Run for Your Life	mind
For No One	Think for Yourself	mind
For No One	Tomorrow Never Knows	mind
For No One	What Goes On	mind
For No One	Within You Without You	mind
For No One	Yer Blues	mind
For No One	You Won't See Me	mind
Got to Get You into My Life	I Want to Tell You	mind
Got to Get You into My Life	I'm Only Sleeping	mind
Got to Get You into My Life	I'm So Tired	mind
Got to Get You into My Life	Julia	mind
Got to Get You into My Life	Revolution 1	mind
Got to Get You into My Life	Run for Your Life	mind
Got to Get You into My Life	Think for Yourself	mind
Got to Get You into My Life	Tomorrow Never Knows	mind
Got to Get You into My Life	What Goes On	mind
Got to Get You into My Life	Within You Without You	mind
Got to Get You into My Life	Yer Blues	mind
Got to Get You into My Life	You Won't See Me	mind
I Want to Tell You	I'm Only Sleeping	mind
I Want to Tell You	I'm So Tired	mind
I Want to Tell You	Julia	mind
I Want to Tell You	Revolution 1	mind
I Want to Tell You	Run for Your Life	mind
I Want to Tell You	Think for Yourself	mind
I Want to Tell You	Tomorrow Never Knows	mind
I Want to Tell You	What Goes On	mind
I Want to Tell You	Within You Without You	mind
I Want to Tell You	Yer Blues	mind
I Want to Tell You	You Won't See Me	mind
