from	to	value
If You Can't Beat Them	You Take My Breath Away	lonely
If You Can't Beat Them	You're My Best Friend	lonely
Long Away	More of That Jazz	lonely
Long Away	You Take My Breath Away	lonely
Long Away	You're My Best Friend	lonely
More of That Jazz	You Take My Breath Away	lonely
More of That Jazz	You're My Best Friend	lonely
You Take My Breath Away	You're My Best Friend	lonely
'39	In Only Seven Days	looked
Don't Stop Me Now	Stone Cold Crazy	loose
Bicycle Race	Great King Rat	lord
Bicycle Race	Jesus	lord
Bicycle Race	Somebody to Love	lord
Great King Rat	Jesus	lord
Great King Rat	Somebody to Love	lord
Jesus	Somebody to Love	lord
Jealousy	Teo Torriatte (Let Us Cling Together)	lose
Jealousy	Tie Your Mother Down	lose
Jealousy	You Take My Breath Away	lose
Teo Torriatte (Let Us Cling Together)	Tie Your Mother Down	lose
Teo Torriatte (Let Us Cling Together)	You Take My Breath Away	lose
Tie Your Mother Down	You Take My Breath Away	lose
Somebody to Love	The Night Comes Down	losing
Dear Friends	Lily of the Valley	lost
Dear Friends	My Fairy King	lost
Dear Friends	The Prophet's Song	lost
Lily of the Valley	My Fairy King	lost
Lily of the Valley	The Prophet's Song	lost
My Fairy King	The Prophet's Song	lost
Bring Back That Leroy Brown	Jesus	lot
Bring Back That Leroy Brown	Let Me Entertain You	lot
Bring Back That Leroy Brown	Somebody to Love	lot
Jesus	Let Me Entertain You	lot
Jesus	Somebody to Love	lot
Let Me Entertain You	Somebody to Love	lot
'39	Bohemian Rhapsody	love
'39	Brighton Rock	love
'39	Dear Friends	love
'39	Dreamer's Ball	love
'39	Good Old-Fashioned Lover Boy	love
'39	I’m in Love with My Car	love
'39	Jealousy	love
'39	Leaving Home Ain't Easy	love
'39	Long Away	love
'39	Love of My Life	love
'39	Now I'm Here	love
'39	Seaside Rendezvous	love
'39	She Makes Me (Stormtrooper In Stilettos)	love
'39	Somebody to Love	love
'39	Teo Torriatte (Let Us Cling Together)	love
'39	The Millionaire Waltz	love
'39	The Prophet's Song	love
'39	Tie Your Mother Down	love
'39	You and I	love
'39	You Take My Breath Away	love
'39	You're My Best Friend	love
Bohemian Rhapsody	Brighton Rock	love
Bohemian Rhapsody	Dear Friends	love
Bohemian Rhapsody	Dreamer's Ball	love
Bohemian Rhapsody	Good Old-Fashioned Lover Boy	love
Bohemian Rhapsody	I’m in Love with My Car	love
Bohemian Rhapsody	Jealousy	love
Bohemian Rhapsody	Leaving Home Ain't Easy	love
Bohemian Rhapsody	Long Away	love
Bohemian Rhapsody	Love of My Life	love
Bohemian Rhapsody	Now I'm Here	love
Bohemian Rhapsody	Seaside Rendezvous	love
Bohemian Rhapsody	She Makes Me (Stormtrooper In Stilettos)	love
Bohemian Rhapsody	Somebody to Love	love
Bohemian Rhapsody	Teo Torriatte (Let Us Cling Together)	love
Bohemian Rhapsody	The Millionaire Waltz	love
Bohemian Rhapsody	The Prophet's Song	love
Bohemian Rhapsody	Tie Your Mother Down	love
Bohemian Rhapsody	You and I	love
Bohemian Rhapsody	You Take My Breath Away	love
Bohemian Rhapsody	You're My Best Friend	love
Brighton Rock	Dear Friends	love
Brighton Rock	Dreamer's Ball	love
Brighton Rock	Good Old-Fashioned Lover Boy	love
Brighton Rock	I’m in Love with My Car	love
Brighton Rock	Jealousy	love
Brighton Rock	Leaving Home Ain't Easy	love
Brighton Rock	Long Away	love
Brighton Rock	Love of My Life	love
Brighton Rock	Now I'm Here	love
Brighton Rock	Seaside Rendezvous	love
Brighton Rock	She Makes Me (Stormtrooper In Stilettos)	love
Brighton Rock	Somebody to Love	love
Brighton Rock	Teo Torriatte (Let Us Cling Together)	love
Brighton Rock	The Millionaire Waltz	love
Brighton Rock	The Prophet's Song	love
Brighton Rock	Tie Your Mother Down	love
Brighton Rock	You and I	love
Brighton Rock	You Take My Breath Away	love
Brighton Rock	You're My Best Friend	love
Dear Friends	Dreamer's Ball	love
Dear Friends	Good Old-Fashioned Lover Boy	love
Dear Friends	I’m in Love with My Car	love
Dear Friends	Jealousy	love
Dear Friends	Leaving Home Ain't Easy	love
Dear Friends	Long Away	love
Dear Friends	Love of My Life	love
Dear Friends	Now I'm Here	love
Dear Friends	Seaside Rendezvous	love
Dear Friends	She Makes Me (Stormtrooper In Stilettos)	love
Dear Friends	Somebody to Love	love
Dear Friends	Teo Torriatte (Let Us Cling Together)	love
Dear Friends	The Millionaire Waltz	love
Dear Friends	The Prophet's Song	love
Dear Friends	Tie Your Mother Down	love
Dear Friends	You and I	love
Dear Friends	You Take My Breath Away	love
Dear Friends	You're My Best Friend	love
Dreamer's Ball	Good Old-Fashioned Lover Boy	love
Dreamer's Ball	I’m in Love with My Car	love
Dreamer's Ball	Jealousy	love
Dreamer's Ball	Leaving Home Ain't Easy	love
Dreamer's Ball	Long Away	love
Dreamer's Ball	Love of My Life	love
Dreamer's Ball	Now I'm Here	love
Dreamer's Ball	Seaside Rendezvous	love
Dreamer's Ball	She Makes Me (Stormtrooper In Stilettos)	love
Dreamer's Ball	Somebody to Love	love
Dreamer's Ball	Teo Torriatte (Let Us Cling Together)	love
Dreamer's Ball	The Millionaire Waltz	love
Dreamer's Ball	The Prophet's Song	love
Dreamer's Ball	Tie Your Mother Down	love
Dreamer's Ball	You and I	love
Dreamer's Ball	You Take My Breath Away	love
Dreamer's Ball	You're My Best Friend	love
Good Old-Fashioned Lover Boy	I’m in Love with My Car	love
Good Old-Fashioned Lover Boy	Jealousy	love
Good Old-Fashioned Lover Boy	Leaving Home Ain't Easy	love
Good Old-Fashioned Lover Boy	Long Away	love
Good Old-Fashioned Lover Boy	Love of My Life	love
Good Old-Fashioned Lover Boy	Now I'm Here	love
Good Old-Fashioned Lover Boy	Seaside Rendezvous	love
Good Old-Fashioned Lover Boy	She Makes Me (Stormtrooper In Stilettos)	love
Good Old-Fashioned Lover Boy	Somebody to Love	love
Good Old-Fashioned Lover Boy	Teo Torriatte (Let Us Cling Together)	love
Good Old-Fashioned Lover Boy	The Millionaire Waltz	love
Good Old-Fashioned Lover Boy	The Prophet's Song	love
Good Old-Fashioned Lover Boy	Tie Your Mother Down	love
Good Old-Fashioned Lover Boy	You and I	love
Good Old-Fashioned Lover Boy	You Take My Breath Away	love
Good Old-Fashioned Lover Boy	You're My Best Friend	love
I’m in Love with My Car	Jealousy	love
I’m in Love with My Car	Leaving Home Ain't Easy	love
I’m in Love with My Car	Long Away	love
I’m in Love with My Car	Love of My Life	love
I’m in Love with My Car	Now I'm Here	love
I’m in Love with My Car	Seaside Rendezvous	love
I’m in Love with My Car	She Makes Me (Stormtrooper In Stilettos)	love
I’m in Love with My Car	Somebody to Love	love
I’m in Love with My Car	Teo Torriatte (Let Us Cling Together)	love
I’m in Love with My Car	The Millionaire Waltz	love
I’m in Love with My Car	The Prophet's Song	love
I’m in Love with My Car	Tie Your Mother Down	love
I’m in Love with My Car	You and I	love
I’m in Love with My Car	You Take My Breath Away	love
I’m in Love with My Car	You're My Best Friend	love
Jealousy	Leaving Home Ain't Easy	love
Jealousy	Long Away	love
Jealousy	Love of My Life	love
Jealousy	Now I'm Here	love
Jealousy	Seaside Rendezvous	love
Jealousy	She Makes Me (Stormtrooper In Stilettos)	love
Jealousy	Somebody to Love	love
Jealousy	Teo Torriatte (Let Us Cling Together)	love
Jealousy	The Millionaire Waltz	love
Jealousy	The Prophet's Song	love
Jealousy	Tie Your Mother Down	love
Jealousy	You and I	love
Jealousy	You Take My Breath Away	love
Jealousy	You're My Best Friend	love
Leaving Home Ain't Easy	Long Away	love
Leaving Home Ain't Easy	Love of My Life	love
Leaving Home Ain't Easy	Now I'm Here	love
Leaving Home Ain't Easy	Seaside Rendezvous	love
Leaving Home Ain't Easy	She Makes Me (Stormtrooper In Stilettos)	love
Leaving Home Ain't Easy	Somebody to Love	love
Leaving Home Ain't Easy	Teo Torriatte (Let Us Cling Together)	love
Leaving Home Ain't Easy	The Millionaire Waltz	love
Leaving Home Ain't Easy	The Prophet's Song	love
Leaving Home Ain't Easy	Tie Your Mother Down	love
Leaving Home Ain't Easy	You and I	love
Leaving Home Ain't Easy	You Take My Breath Away	love
Leaving Home Ain't Easy	You're My Best Friend	love
Long Away	Love of My Life	love
Long Away	Now I'm Here	love
Long Away	Seaside Rendezvous	love
Long Away	She Makes Me (Stormtrooper In Stilettos)	love
Long Away	Somebody to Love	love
Long Away	Teo Torriatte (Let Us Cling Together)	love
Long Away	The Millionaire Waltz	love
Long Away	The Prophet's Song	love
Long Away	Tie Your Mother Down	love
Long Away	You and I	love
Long Away	You Take My Breath Away	love
Long Away	You're My Best Friend	love
Love of My Life	Now I'm Here	love
Love of My Life	Seaside Rendezvous	love
Love of My Life	She Makes Me (Stormtrooper In Stilettos)	love
Love of My Life	Somebody to Love	love
Love of My Life	Teo Torriatte (Let Us Cling Together)	love
Love of My Life	The Millionaire Waltz	love
Love of My Life	The Prophet's Song	love
Love of My Life	Tie Your Mother Down	love
Love of My Life	You and I	love
Love of My Life	You Take My Breath Away	love
Love of My Life	You're My Best Friend	love
Now I'm Here	Seaside Rendezvous	love
Now I'm Here	She Makes Me (Stormtrooper In Stilettos)	love
Now I'm Here	Somebody to Love	love
Now I'm Here	Teo Torriatte (Let Us Cling Together)	love
Now I'm Here	The Millionaire Waltz	love
Now I'm Here	The Prophet's Song	love
Now I'm Here	Tie Your Mother Down	love
Now I'm Here	You and I	love
Now I'm Here	You Take My Breath Away	love
Now I'm Here	You're My Best Friend	love
Seaside Rendezvous	She Makes Me (Stormtrooper In Stilettos)	love
Seaside Rendezvous	Somebody to Love	love
Seaside Rendezvous	Teo Torriatte (Let Us Cling Together)	love
Seaside Rendezvous	The Millionaire Waltz	love
Seaside Rendezvous	The Prophet's Song	love
Seaside Rendezvous	Tie Your Mother Down	love
Seaside Rendezvous	You and I	love
Seaside Rendezvous	You Take My Breath Away	love
Seaside Rendezvous	You're My Best Friend	love
She Makes Me (Stormtrooper In Stilettos)	Somebody to Love	love
She Makes Me (Stormtrooper In Stilettos)	Teo Torriatte (Let Us Cling Together)	love
She Makes Me (Stormtrooper In Stilettos)	The Millionaire Waltz	love
She Makes Me (Stormtrooper In Stilettos)	The Prophet's Song	love
She Makes Me (Stormtrooper In Stilettos)	Tie Your Mother Down	love
She Makes Me (Stormtrooper In Stilettos)	You and I	love
She Makes Me (Stormtrooper In Stilettos)	You Take My Breath Away	love
She Makes Me (Stormtrooper In Stilettos)	You're My Best Friend	love
Somebody to Love	Teo Torriatte (Let Us Cling Together)	love
Somebody to Love	The Millionaire Waltz	love
Somebody to Love	The Prophet's Song	love
Somebody to Love	Tie Your Mother Down	love
Somebody to Love	You and I	love
Somebody to Love	You Take My Breath Away	love
Somebody to Love	You're My Best Friend	love
Teo Torriatte (Let Us Cling Together)	The Millionaire Waltz	love
Teo Torriatte (Let Us Cling Together)	The Prophet's Song	love
Teo Torriatte (Let Us Cling Together)	Tie Your Mother Down	love
Teo Torriatte (Let Us Cling Together)	You and I	love
Teo Torriatte (Let Us Cling Together)	You Take My Breath Away	love
Teo Torriatte (Let Us Cling Together)	You're My Best Friend	love
The Millionaire Waltz	The Prophet's Song	love
The Millionaire Waltz	Tie Your Mother Down	love
The Millionaire Waltz	You and I	love
The Millionaire Waltz	You Take My Breath Away	love
The Millionaire Waltz	You're My Best Friend	love
The Prophet's Song	Tie Your Mother Down	love
The Prophet's Song	You and I	love
The Prophet's Song	You Take My Breath Away	love
The Prophet's Song	You're My Best Friend	love
Tie Your Mother Down	You and I	love
Tie Your Mother Down	You Take My Breath Away	love
Tie Your Mother Down	You're My Best Friend	love
You and I	You Take My Breath Away	love
You and I	You're My Best Friend	love
You Take My Breath Away	You're My Best Friend	love
Son and Daughter	Tie Your Mother Down	loving
Bohemian Rhapsody	Lily of the Valley	low
Bohemian Rhapsody	Mustapha	low
Lily of the Valley	Mustapha	low
Don't Stop Me Now	Flick of the Wrist	machine
Don't Stop Me Now	I’m in Love with My Car	machine
Flick of the Wrist	I’m in Love with My Car	machine
Flick of the Wrist	The Millionaire Waltz	mad
Brighton Rock	My Fairy King	magic
If You Can't Beat Them	She Makes Me (Stormtrooper In Stilettos)	makes
Bohemian Rhapsody	Bring Back That Leroy Brown	mama
Bohemian Rhapsody	Great King Rat	mama
Bohemian Rhapsody	Liar	mama
Bring Back That Leroy Brown	Great King Rat	mama
Bring Back That Leroy Brown	Liar	mama
Great King Rat	Liar	mama
Don't Stop Me Now	Liar	mars
Bohemian Rhapsody	Dead on Time	matter
Bohemian Rhapsody	More of That Jazz	matter
Bohemian Rhapsody	Seaside Rendezvous	matter
Dead on Time	More of That Jazz	matter
Dead on Time	Seaside Rendezvous	matter
More of That Jazz	Seaside Rendezvous	matter
Bohemian Rhapsody	Jealousy	matters
Dreamer's Ball	Drowse	meet
Dreamer's Ball	Fun It	meet
Dreamer's Ball	Good Old-Fashioned Lover Boy	meet
Dreamer's Ball	Stone Cold Crazy	meet
Drowse	Fun It	meet
Drowse	Good Old-Fashioned Lover Boy	meet
Drowse	Stone Cold Crazy	meet
Fun It	Good Old-Fashioned Lover Boy	meet
Fun It	Stone Cold Crazy	meet
Good Old-Fashioned Lover Boy	Stone Cold Crazy	meet
Liar	My Fairy King	mercury
Brighton Rock	Bring Back That Leroy Brown	met
Brighton Rock	Killer Queen	met
Bring Back That Leroy Brown	Killer Queen	met
Keep Yourself Alive	Leaving Home Ain't Easy	million
Keep Yourself Alive	Long Away	million
Leaving Home Ain't Easy	Long Away	million
Jealousy	Keep Yourself Alive	mind
Jealousy	Killer Queen	mind
Jealousy	You Take My Breath Away	mind
Keep Yourself Alive	Killer Queen	mind
Keep Yourself Alive	You Take My Breath Away	mind
Killer Queen	You Take My Breath Away	mind
Drowse	Flick of the Wrist	minds
In the Lap of the Gods	Tie Your Mother Down	mine
Good Old-Fashioned Lover Boy	Misfire	miss
In Only Seven Days	Lazing on a Sunday Afternoon	monday
Bring Back That Leroy Brown	Dead on Time	money
Bring Back That Leroy Brown	Death on Two Legs (Dedicated to...)	money
Bring Back That Leroy Brown	Flick of the Wrist	money
Bring Back That Leroy Brown	If You Can't Beat Them	money
Bring Back That Leroy Brown	In the Lap of the Gods... Revisited	money
Bring Back That Leroy Brown	Keep Yourself Alive	money
Dead on Time	Death on Two Legs (Dedicated to...)	money
Dead on Time	Flick of the Wrist	money
Dead on Time	If You Can't Beat Them	money
Dead on Time	In the Lap of the Gods... Revisited	money
Dead on Time	Keep Yourself Alive	money
Death on Two Legs (Dedicated to...)	Flick of the Wrist	money
Death on Two Legs (Dedicated to...)	If You Can't Beat Them	money
Death on Two Legs (Dedicated to...)	In the Lap of the Gods... Revisited	money
Death on Two Legs (Dedicated to...)	Keep Yourself Alive	money
Flick of the Wrist	If You Can't Beat Them	money
Flick of the Wrist	In the Lap of the Gods... Revisited	money
Flick of the Wrist	Keep Yourself Alive	money
If You Can't Beat Them	In the Lap of the Gods... Revisited	money
If You Can't Beat Them	Keep Yourself Alive	money
In the Lap of the Gods... Revisited	Keep Yourself Alive	money
Brighton Rock	Long Away	moon
Brighton Rock	Now I'm Here	moon
Brighton Rock	Teo Torriatte (Let Us Cling Together)	moon
Long Away	Now I'm Here	moon
Long Away	Teo Torriatte (Let Us Cling Together)	moon
Now I'm Here	Teo Torriatte (Let Us Cling Together)	moon
Seaside Rendezvous	You and I	moonlight
Dreamer's Ball	Fun It	morning
Dreamer's Ball	Lazing on a Sunday Afternoon	morning
Dreamer's Ball	Long Away	morning
Dreamer's Ball	Somebody to Love	morning
Dreamer's Ball	Stone Cold Crazy	morning
Fun It	Lazing on a Sunday Afternoon	morning
Fun It	Long Away	morning
Fun It	Somebody to Love	morning
Fun It	Stone Cold Crazy	morning
Lazing on a Sunday Afternoon	Long Away	morning
Lazing on a Sunday Afternoon	Somebody to Love	morning
Lazing on a Sunday Afternoon	Stone Cold Crazy	morning
Long Away	Somebody to Love	morning
Long Away	Stone Cold Crazy	morning
Somebody to Love	Stone Cold Crazy	morning
Brighton Rock	My Fairy King	mother
Brighton Rock	Tie Your Mother Down	mother
My Fairy King	Tie Your Mother Down	mother
'39	The Prophet's Song	mother's
If You Can't Beat Them	Now I'm Here	move
If You Can't Beat Them	You Take My Breath Away	move
Now I'm Here	You Take My Breath Away	move
The Millionaire Waltz	You and I	music
'39	Bohemian Rhapsody	na
'39	Brighton Rock	na
'39	Dead on Time	na
'39	Death on Two Legs (Dedicated to...)	na
'39	Don't Stop Me Now	na
'39	Dreamer's Ball	na
'39	Flick of the Wrist	na
'39	God Save the Queen	na
'39	Good Old-Fashioned Lover Boy	na
'39	Great King Rat	na
'39	If You Can't Beat Them	na
'39	Jesus	na
'39	Killer Queen	na
'39	Lazing on a Sunday Afternoon	na
'39	Let Me Entertain You	na
'39	Liar	na
'39	Lily of the Valley	na
'39	Love of My Life	na
'39	Modern Times Rock 'N' Roll	na
'39	More of That Jazz	na
'39	Mustapha	na
'39	Now I'm Here	na
'39	Seaside Rendezvous	na
'39	Seven Seas of Rhye... (Instrumental)	na
'39	Somebody to Love	na
'39	Stone Cold Crazy	na
'39	Tenement Funster	na
'39	Teo Torriatte (Let Us Cling Together)	na
'39	The Millionaire Waltz	na
'39	The Night Comes Down	na
'39	The Prophet's Song	na
'39	White Man	na
'39	You and I	na
'39	You Take My Breath Away	na
'39	You're My Best Friend	na
Bohemian Rhapsody	Brighton Rock	na
Bohemian Rhapsody	Dead on Time	na
Bohemian Rhapsody	Death on Two Legs (Dedicated to...)	na
Bohemian Rhapsody	Don't Stop Me Now	na
Bohemian Rhapsody	Dreamer's Ball	na
Bohemian Rhapsody	Flick of the Wrist	na
Bohemian Rhapsody	God Save the Queen	na
Bohemian Rhapsody	Good Old-Fashioned Lover Boy	na
Bohemian Rhapsody	Great King Rat	na
Bohemian Rhapsody	If You Can't Beat Them	na
Bohemian Rhapsody	Jesus	na
Bohemian Rhapsody	Killer Queen	na
Bohemian Rhapsody	Lazing on a Sunday Afternoon	na
Bohemian Rhapsody	Let Me Entertain You	na
Bohemian Rhapsody	Liar	na
Bohemian Rhapsody	Lily of the Valley	na
Bohemian Rhapsody	Love of My Life	na
Bohemian Rhapsody	Modern Times Rock 'N' Roll	na
Bohemian Rhapsody	More of That Jazz	na
Bohemian Rhapsody	Mustapha	na
Bohemian Rhapsody	Now I'm Here	na
Bohemian Rhapsody	Seaside Rendezvous	na
Bohemian Rhapsody	Seven Seas of Rhye... (Instrumental)	na
Bohemian Rhapsody	Somebody to Love	na
Bohemian Rhapsody	Stone Cold Crazy	na
Bohemian Rhapsody	Tenement Funster	na
Bohemian Rhapsody	Teo Torriatte (Let Us Cling Together)	na
Bohemian Rhapsody	The Millionaire Waltz	na
Bohemian Rhapsody	The Night Comes Down	na
Bohemian Rhapsody	The Prophet's Song	na
Bohemian Rhapsody	White Man	na
Bohemian Rhapsody	You and I	na
Bohemian Rhapsody	You Take My Breath Away	na
